HospitalName,ServiceKey,AverageWaitingTime_Speciality_Priority_Institution,MonthPortuguese,Year,NumberOfPeople
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",100,150,,2024,530
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",100,0,,2024,2365
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",101,15,,2024,1
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",101,0,,2024,147
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",101,72,,2024,702
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",102,0,,2024,1
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",102,64,,2024,34
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",102,0,,2024,117
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",102,172,,2024,1034
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",103,31,,2024,0
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",103,0,,2024,1
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",103,98,,2024,27
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",105,0,,2024,3
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",105,18,,2024,28
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",105,100,,2024,681
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",106,0,,2024,2
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",106,47,,2024,55
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",107,9,,2024,0
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",107,20,,2024,1
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",107,0,,2024,22
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",107,64,,2024,435
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",126,17,,2024,0
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",126,0,,2024,14
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",126,101,,2024,183
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",127,10,,2024,0
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",127,31,,2024,1
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",127,0,,2024,5
"Hospital Geral de Santo António (Centro Hospitalar do Porto, EPE)",127,90,,2024,400
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",1,0,,2024,7
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",1,194,,2024,144
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",2,36,,2024,8
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",2,170,,2024,79
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",4,108,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",4,0,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",5,105,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",5,350,,2024,126
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",7,0,,2024,13
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",7,302,,2024,666
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",8,43,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",9,24,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",9,143,,2024,13
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",10,63,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",10,0,,2024,2
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",11,71,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",11,254,,2024,109
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",13,75,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",13,0,,2024,4
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",13,412,,2024,1784
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",14,83,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",14,150,,2024,88
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",16,83,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",16,0,,2024,5
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",16,263,,2024,3204
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",17,46,,2024,5
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",17,116,,2024,69
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",18,0,,2024,3
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",18,244,,2024,419
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",19,0,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",20,108.5,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",20,179,,2024,164
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",21,60,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",21,234,,2024,278
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",21,427,,2024,616
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",23,0,,2024,2
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",23,438,,2024,262
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",26,64,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",26,0,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",28,68,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",28,38,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",28,0,,2024,3
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",28,146,,2024,21
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",30,578,,2024,883
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",40,85,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",41,0,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",42,32,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",44,255,,2024,231
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",46,178,,2024,21
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",47,113,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",48,100,,2024,8
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",49,15,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",49,217,,2024,115
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",50,0,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",50,0,,2024,2
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",50,254,,2024,65
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",92,36,,2024,8
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",92,170,,2024,79
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",98,0,,2024,13
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",98,302,,2024,666
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",99,83,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",99,0,,2024,5
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",99,263,,2024,3204
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",100,46,,2024,5
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",100,116,,2024,69
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",101,75,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",101,0,,2024,4
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",101,412,,2024,1784
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",102,24,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",102,143,,2024,13
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",103,178,,2024,21
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",105,63,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",105,0,,2024,2
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",106,32,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",108,15,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",108,217,,2024,115
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",126,83,,2024,1
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",126,150,,2024,88
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",127,108.5,,2024,0
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",127,179,,2024,164
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",128,0,,2024,2
"Hospital Infante D. Pedro - Aveiro (Centro Hospitalar do Baixo Vouga, EPE)",128,438,,2024,262
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",1,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",1,0,,2024,4
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",1,174,,2024,25
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",2,0,,2024,22
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",2,242,,2024,369
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",7,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",7,0,,2024,8
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",7,196,,2024,27
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",8,0,,2024,2
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",9,414,,2024,65
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",9,0,,2024,160
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",11,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",11,195,,2024,10
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",13,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",14,0,,2024,2
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",14,0,,2024,4
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",14,222,,2024,62
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",16,209,,2024,31
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",16,0,,2024,69
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",17,152,,2024,11
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",17,0,,2024,24
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",18,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",18,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",18,0,,2024,277
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",19,50,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",19,0,,2024,2
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",20,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",26,0,,2024,3
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",26,141,,2024,13
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",26,219,,2024,80
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",30,0,,2024,3
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",39,0,,2024,2
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",46,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",47,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",47,0,,2024,37
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",49,56,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",49,0,,2024,4
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",50,299,,2024,40
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",51,0,,2024,26
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",83,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",84,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",92,0,,2024,22
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",92,242,,2024,369
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",98,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",98,0,,2024,8
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",98,196,,2024,27
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",99,209,,2024,31
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",99,0,,2024,69
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",100,152,,2024,11
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",100,0,,2024,24
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",101,0,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",102,414,,2024,65
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",102,0,,2024,160
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",103,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",108,56,,2024,1
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",108,0,,2024,4
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",126,0,,2024,2
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",126,0,,2024,4
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",126,222,,2024,62
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",127,0,,2024,5
"Hospital José Joaquim Fernandes - Beja (Unidade Local de Saúde do Baixo Alentejo, EPE)",130,0,,2024,26
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",1,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",2,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",5,52,,2024,0
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",7,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",7,375,,2024,5
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",8,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",9,26,,2024,0
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",9,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",9,32,,2024,30
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",13,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",13,0,,2024,3
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",14,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",16,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",16,0,,2024,36
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",17,63,,2024,0
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",17,100,,2024,14
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",17,0,,2024,27
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",18,0,,2024,3
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",23,0,,2024,3
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",23,0,,2024,6
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",26,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",26,0,,2024,4
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",30,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",41,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",92,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",98,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",98,375,,2024,5
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",99,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",99,0,,2024,36
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",100,63,,2024,0
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",100,100,,2024,14
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",100,0,,2024,27
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",101,0,,2024,1
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",101,0,,2024,3
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",102,26,,2024,0
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",102,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",102,32,,2024,30
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",126,0,,2024,2
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",128,0,,2024,3
"Hospital Litoral Alentejano (Unidade Local de Saúde do Litoral Alentejano, EPE)",128,0,,2024,6
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",1,240,,2024,27
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",2,75.5,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",2,0,,2024,1
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",2,163,,2024,57
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",4,70,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",7,85,,2024,2
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",9,22,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",9,49,,2024,2
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",9,0,,2024,3
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",11,0,,2024,1
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",13,0,,2024,11
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",16,0,,2024,40
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",18,50,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",19,99,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",20,51,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",21,72,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",21,90,,2024,1
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",23,279,,2024,39
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",26,0,,2024,1
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",26,0,,2024,37
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",30,0,,2024,6
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",30,0,,2024,54
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",49,47,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",51,56,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",92,75.5,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",92,0,,2024,1
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",92,163,,2024,57
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",98,85,,2024,2
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",99,0,,2024,40
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",101,0,,2024,11
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",102,22,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",102,49,,2024,2
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",102,0,,2024,3
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",108,47,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",127,51,,2024,0
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",128,279,,2024,39
"Hospital Nossa Senhora da Assunção - Seia (Unidade Local de Saúde da Guarda, EPE)",130,56,,2024,0
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",1,0,,2024,24
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",1,30,,2024,129
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",2,16,,2024,0
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",2,0,,2024,12
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",2,105,,2024,772
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",7,0,,2024,4
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",7,139,,2024,9
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",8,0,,2024,1
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",9,0,,2024,42
"Hospital Nossa Senhora da Graça - Tomar (Centro Hospitalar Médio Tejo, EPE)",9,64,,2024,82
